institution_country_1,institution_name_1,couple_1,couple_2,institution_name_2,institution_country_2,sum_paper
United States,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",113854098,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,1
Finland,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",60030168,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
United States,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",60013881,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
Taiwan,"Department of Chemical Engineering, 43 Keelung Road Section 4, Taipei, Taiwan, 106",112830802,118264048,"Department of Informatics, Main Campus Cot Tengku Nie Reuleut, Aceh Utara, Aceh, Indonesia",Indonesia,1
Australia,"RMIT University, GPO Box 2476V, Melbourne, Vic, Australia, 3001",60011362,122273309,"School of Compputing, Jl.Telekomunikasi 1, Dayeuh Kolot, Bandung West Java, West Java, Indonesia, 40257",Indonesia,1
Australia,"RMIT University, GPO Box 2476V, Melbourne, Vic, Australia, 3001",60011362,123143883,"Cloud Platform User Experience, Dietmar-Hopp-Allee 16, Walldorf, Baden-Wurttemberg, Germany, 69190",Germany,1
Taiwan,"Department of Chemical Engineering, 43 Keelung Road Section 4, Taipei, Taiwan, 106",112830802,60069406,"Universitas Syiah Kuala, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",Indonesia,1
United States,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",113854098,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
Germany,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",60000762,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
Australia,"RMIT University, GPO Box 2476V, Melbourne, Vic, Australia, 3001",60011362,108180714,"Faculty of Computing, Sultan Ibrahim Chancellery Building, Johor Bahru, Johor, Malaysia, 81310",Malaysia,1
Indonesia,"Universitas Indonesia, Depok, West Java, Indonesia",121841251,112703761,"Indonesian National Nurses Association, Jakarta, Indonesia, 11420",Indonesia,1
Indonesia,"Department of Management Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",120498330,113835662,"Graduate Program in Information System Management, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,1
United States,"Marine Geology and Geophysics, 61 Rte. 9W., Palisades, NY, United States, 10964",104676705,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,1
United States,"Marine Geology and Geophysics, 61 Rte. 9W., Palisades, NY, United States, 10964",104676705,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,1
United States,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",113854098,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
Finland,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",60030168,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
Germany,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",60000762,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
Denmark,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",60022134,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,1
Switzerland,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",60019778,60000762,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",Germany,1
United States,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",60004505,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
United States,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",60004505,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",60004505,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",60004505,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
United States,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",104476024,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",60004505,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,1
Switzerland,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",60019778,60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",Finland,1
United States,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",104476024,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
Switzerland,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",60019778,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
Switzerland,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",60019778,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
Australia,"RMIT University, GPO Box 2476V, Melbourne, Vic, Australia, 3001",60011362,60105231,"Universitas Pendidikan Ganesha, Bali, Indonesia",Indonesia,1
United States,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",104476024,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
Indonesia,"Department of Electrical Engineering, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",100272197,60069406,"Universitas Syiah Kuala, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",Indonesia,1
Germany,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",60000762,60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",Finland,1
United States,"Department of Psychology, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",108213006,60099840,"Loral Space & Communications, 600 Third Avenue, New York, NY, United States, 10016",United States,1
United States,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",113854098,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",113854098,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
Australia,"Department of Computing, Kent St, Bentley WA 6102, Perth, WA, Australia, 6845",112457975,104590716,"School of Computing, Kent St, Bentley WA 6102, Perth, WA, Australia, 6845",Australia,1
Indonesia,"Department of Electrical Engineering, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",100272197,118264048,"Department of Informatics, Main Campus Cot Tengku Nie Reuleut, Aceh Utara, Aceh, Indonesia",Indonesia,1
Indonesia,"Universitas Syiah Kuala, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",60069406,118264048,"Department of Informatics, Main Campus Cot Tengku Nie Reuleut, Aceh Utara, Aceh, Indonesia",Indonesia,1
Slovenia,"Faculty of Civil and Geodetic Engineering, Kongresni trg 12, Ljubljana, Slovenia, 1000",104580806,60010325,"Istituto Di Calcolo E Reti Ad Alte Prestazioni, Rende, Via Pietro Bucci - Cubo 41C, Rende, CS, Italy, 87036",Italy,1
Indonesia,"Faculty of Information Technology, Menara YARSI, Kav. 13, Jl. Let. Jend. Suprapto. Cempaka Putih, Central Jakarta, Jakarta, Indonesia, 10510",123372835,122273309,"School of Compputing, Jl.Telekomunikasi 1, Dayeuh Kolot, Bandung West Java, West Java, Indonesia, 40257",Indonesia,1
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
United States,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",104476024,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,1
United States,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD, United States, 21201",60024997,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,1
Indonesia,"Universitas Negeri Surabaya, Jl. Ketintang, Surabaya, Indonesia, 60231",60105082,122397156,"Universitas Indonesia, Jl. Lingkar UI, Depok, Depok, West Java, Indonesia, 16424",Indonesia,1
United States,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD, United States, 21201",60024997,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,1
Indonesia,"Faculty of Information Technology, Menara YARSI, Kav. 13, Jl. Let. Jend. Suprapto. Cempaka Putih, Central Jakarta, Jakarta, Indonesia, 10510",123372835,60011362,"RMIT University, GPO Box 2476V, Melbourne, Vic, Australia, 3001",Australia,1
Australia,"University of Queensland, St Lucia, Brisbane, QL, Australia, 4072",60031004,60011019,"Queensland University of Technology QUT, 2 George Street, Brisbane, QLD, Australia, 4000",Australia,1
Denmark,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",60022134,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
Denmark,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",60022134,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
Denmark,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",60022134,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
Indonesia,"Faculty of Information Technology, Menara YARSI, Kav. 13, Jl. Let. Jend. Suprapto. Cempaka Putih, Central Jakarta, Jakarta, Indonesia, 10510",123372835,60031004,"University of Queensland, St Lucia, Brisbane, QL, Australia, 4072",Australia,1
Indonesia,"Faculty of Information Technology, Menara YARSI, Kav. 13, Jl. Let. Jend. Suprapto. Cempaka Putih, Central Jakarta, Jakarta, Indonesia, 10510",123372835,60011019,"Queensland University of Technology QUT, 2 George Street, Brisbane, QLD, Australia, 4000",Australia,1
Slovenia,"CVS Mobile, Slovenia",123412936,60010325,"Istituto Di Calcolo E Reti Ad Alte Prestazioni, Rende, Via Pietro Bucci - Cubo 41C, Rende, CS, Italy, 87036",Italy,1
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
Indonesia,"Universitas Bakrie, Jl.H.R Rasuna Said Kav C-22, Kuningan, Jakarta, Indonesia, 12920",60104399,122434007,"Faculty of Computer Science, Jl. Ciledug Raya, Petukangan Utara, Jakarta Selatan, Jakarta, Indonesia",Indonesia,1
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,1
United Kingdom,"Department of Geography, Malet Street, Bloomsbury, London, United Kingdom, WC1E 7HX",103496990,113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",United States,1
United Kingdom,"Department of Geography, Malet Street, Bloomsbury, London, United Kingdom, WC1E 7HX",103496990,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,1
United Kingdom,"Department of Geography, Malet Street, Bloomsbury, London, United Kingdom, WC1E 7HX",103496990,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
Indonesia,"Department of Biostatistics and Population Studies, Depok, Java, Indonesia, 16424",104872797,112703761,"Indonesian National Nurses Association, Jakarta, Indonesia, 11420",Indonesia,1
Indonesia,"Research Center for Limnology, Jakarta, Java, Indonesia",104758235,119519325,"Geoinformatic of Informatics Engineering Department, Jl. KH. Sholeh Iskandar Km. 2 Kd. Badak Tanah Sareal, Bogor, Indonesia, 16162",Indonesia,1
Japan,"Nara Institute of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",60025017,60002014,"The Royal Institute of Technology (KTH), Valhallavagen 79, Stockholm, Stockholm, Sweden, 100 44",Sweden,1
Japan,"Nara Institute of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",60025017,60104653,"Universite Grenoble Alpes, 621 avenue Centrale, Saint Martin d'Heres, Auvergne-Rhone-Alpes, France, 38400",France,1
Japan,"Nara Institute of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",60025017,60071354,"Hanoi University of Science and Technology, No. 1 - Dai Co Viet road, Hanoi, Viet Nam",Viet Nam,1
Japan,"Nara Institute of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",60025017,60031214,"Université d'Avignon et des Pays du Vaucluse, 74, rue Louis Pasteur, Avignon, France, 84029",France,1
United States,"Department of Psychology, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",108213006,60022195,"Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA, United States, 02139-4307",United States,1
Indonesia,"Department of Information Technology, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",113905066,60008408,"University of Zagreb, Trg Republike Hrvatske 14, Zagreb, Croatia, 10000",Croatia,1
United States,"HDF Group, 1800 South Oak Street, Champaign, IL, null61820, Champaign, IL, United States, 61820",106617750,60022195,"Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA, United States, 02139-4307",United States,1
Indonesia,"Department of Computer Science, Semarang, Central Java, Indonesia",112067452,113905154,"Department of Electrical Engineering Technology, Batu Pahat, Johor, Malaysia, 86400",Malaysia,1
Indonesia,"Faculty of Computer Science, Universtias Indonesia, Yogyakarta, Indonesia, 55283",112627945,121790813,"College of Health Sciences (Sekolah Tinggi Ilmu Kesehatan) Hang Tuah, Surabaya, Indonesia",Indonesia,1
France,"CNRS Centre National de la Recherche Scientifique, 3 rue Michel-Ange, Paris, France, 75794",60008134,60106208,"Laboratoire de Recherche en Informatique, Bât 650 Ada Lovelace / Bat 660 Claude Shannon, Université Paris Sud Rue Noetzlin, Gif-sur-Yvette, France, 91190",France,1
Indonesia,"Faculty of Nursing, Mohamad Husein, North Sumatera, Depok, West Java, Indonesia, 16424",121099307,104872797,"Department of Biostatistics and Population Studies, Depok, Java, Indonesia, 16424",Indonesia,1
Indonesia,"Badan Pengkajian dan Penerapan Teknologi, Jakarta, Java, Indonesia",60069407,113835662,"Graduate Program in Information System Management, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,1
Indonesia,"Department of Occupational Health and Safety, Depok, Java, Indonesia, 16424",104757408,112605579,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",United Kingdom,1
Indonesia,"Department of Occupational Health and Safety, Depok, Java, Indonesia, 16424",104757408,104757652,"Department of Biology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",Indonesia,1
Indonesia,"Department of Occupational Health and Safety, Depok, Java, Indonesia, 16424",104757408,104608856,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",United States,1
Indonesia,"Department of Occupational Health and Safety, Depok, Java, Indonesia, 16424",104757408,60105082,"Universitas Negeri Surabaya, Jl. Ketintang, Surabaya, Indonesia, 60231",Indonesia,1
Indonesia,"Badan Pengkajian dan Penerapan Teknologi, Jakarta, Java, Indonesia",60069407,120498330,"Department of Management Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,1
Indonesia,"Department of Occupational Health and Safety, Depok, Java, Indonesia, 16424",104757408,110595146,"Department of Computer Science, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",Indonesia,1
Indonesia,"Department of Occupational Health and Safety, Depok, Java, Indonesia, 16424",104757408,122397156,"Universitas Indonesia, Jl. Lingkar UI, Depok, Depok, West Java, Indonesia, 16424",Indonesia,1
United Kingdom,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",112605579,104608856,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",United States,1
United Kingdom,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",112605579,60033010,"Intel Corporation, 2200 Mission College Blvd., Santa Clara, CA, United States, 95054-1549",United States,1
United Kingdom,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",112605579,60002014,"The Royal Institute of Technology (KTH), Valhallavagen 79, Stockholm, Stockholm, Sweden, 100 44",Sweden,1
Indonesia,"Badan Pengkajian dan Penerapan Teknologi, Jakarta, Java, Indonesia",60069407,109524105,"Climatological and Geophysical Agency, Jakarta, Jakarta, Indonesia, 10720",Indonesia,1
United Kingdom,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",112605579,118365643,"Kampus Baru UI Depok, Depok, Java, Indonesia, 16424",Indonesia,1
Indonesia,"Department of Computer Science, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",110595146,122397156,"Universitas Indonesia, Jl. Lingkar UI, Depok, Depok, West Java, Indonesia, 16424",Indonesia,1
Indonesia,"Information System and Technology, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",113905063,114423201,"Doctor of Research in Management, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,1
Indonesia,"Information System and Technology, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",113905063,120994536,"Universitas Islam Syekh Yusuf (UNIS), Tangerang, Tangerang, Indonesia, 15118",Indonesia,1
Indonesia,"Information System and Technology, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",113905063,113606204,"Information System Departement, Jl. Diponegoro 52-60, Salatiga, Java, Indonesia, 50711",Indonesia,1
Indonesia,"STTT Nurul Fikri, Indonesia",119050004,110595146,"Department of Computer Science, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",Indonesia,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,60025272,"University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Tokyo, Japan, 113-8654",Japan,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,60105082,"Universitas Negeri Surabaya, Jl. Ketintang, Surabaya, Indonesia, 60231",Indonesia,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,119050053,"STMIK Primakara Denpasar, Indonesia",Indonesia,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,110595146,"Department of Computer Science, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",Indonesia,1
Indonesia,"STTT Nurul Fikri, Indonesia",119050004,60105082,"Universitas Negeri Surabaya, Jl. Ketintang, Surabaya, Indonesia, 60231",Indonesia,1
Indonesia,"STTT Nurul Fikri, Indonesia",119050004,119050053,"STMIK Primakara Denpasar, Indonesia",Indonesia,1
United States,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",104608856,114616110,"Computer Engineering, Depok, Java, Indonesia, 16424",Indonesia,1
Indonesia,"Department of Dental Conservation, Depok, Java, Indonesia, 16424",118146086,111045551,"Universitas Trisakti, Jl. Kyai Tapa No 1, Grogol, Jakarta Barat, Jakarta, Jakarta, Indonesia, 1440",Indonesia,1
Indonesia,"Faculty of Computer Science, Universtias Indonesia, Yogyakarta, Indonesia, 55283",112627945,112605579,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",United Kingdom,1
United States,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",104608856,60033010,"Intel Corporation, 2200 Mission College Blvd., Santa Clara, CA, United States, 95054-1549",United States,1
United States,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",104608856,121494766,"Faculty of Computer Science, Depok, Indonesia",Indonesia,1
Indonesia,"Institut Teknologi Kreatif Bina Nusantara, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",121985781,118429759,"Sekolah Teknik Elektro Dan Informatika, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,1
India,"Department of Electronics and Communication Engineering, Rourkela, OR, India, 769008",113869978,100336132,"National Institute of Aeronautics and Space, Jl. Dr. Junjunan 135, Bandung, ID, Indonesia, 40173",Indonesia,1
France,"Institut de Recherche en Informatique et Systèmes Aléatoires, 263 Avenue du Général Leclerc, CS 74205, Rennes, France, 35042",60027031,60106208,"Laboratoire de Recherche en Informatique, Bât 650 Ada Lovelace / Bat 660 Claude Shannon, Université Paris Sud Rue Noetzlin, Gif-sur-Yvette, France, 91190",France,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,112657314,"Universitas Indonesia, Key Soft Computer Education, Mehdipatnam, Hyderabad, AP, India",India,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,60025655,"Teesside University, Tees Valley, Middlesbrough, North Yorkshire, United Kingdom, TS1 3BX",United Kingdom,1
United Kingdom,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",112605579,116114142,"Fachbereich Mathematik und Informatik, Technische Universitait Miinchen, Miinchen, Oldenburg, Germany, 80290",Germany,1
Indonesia,"Department of Biology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",104757652,100274994,"Department of Biology, Depok, Java, Indonesia, 16424",Indonesia,1
Japan,"Tokyo Institute of Technology, 2-12-1 O-Okayama, Tokyo, Tokyo, Japan, 152-8550",60031126,104581980,"Department of Computer Science, 2-12-1 O-Okayama, Tokyo, Tokyo, Japan, 152-8550",Japan,1
Kazakhstan,"Department of Computer Science, 53 Kabanbay Batyr Ave, Astana, Kazakhstan, 010000",113362180,109696702,"Department of Computer Science, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",Italy,1
Slovenia,"Faculty of Civil and Geodetic Engineering, Kongresni trg 12, Ljubljana, Slovenia, 1000",104580806,121516187,"Meraka Cyberinfrastructure, Meiring Naude Road, Pretoria, Gauteng, South Africa, 1",South Africa,1
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,60072181,"European Patent Office, Munich, Bayern, Germany, 80298",Germany,1
Belgium,"Vrije Universiteit Brussel, Pleinlaan 2, Brussels, BRU, Belgium, 1050",60026810,60003161,"University Politehnica of Bucharest, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",,1
Belgium,"Vrije Universiteit Brussel, Pleinlaan 2, Brussels, BRU, Belgium, 1050",60026810,103212300,"Telecommunications Department, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",,1
United States,"Hewlett Packard Enterprise, 3000 Hanover Street, Palo Alto, CA, United States, 94304-1112",60107956,121694240,"Advanced Parallel Computing Lab Atos Research and Innovation (ARI), Sevilla, Spain",Spain,1
Indonesia,"Faculty of Nursing Universitas Indonesia, Kampus UI Depok, Depok, West Java, Indonesia, 16424",115165486,112703761,"Indonesian National Nurses Association, Jakarta, Indonesia, 11420",Indonesia,1
,"University Politehnica of Bucharest, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",60003161,103212300,"Telecommunications Department, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",,1
Canada,"School of Information Technology and Engineering, 550 Cumberland Street, Ottawa, ON, Canada, K1N 6N5",104462219,60016005,"Queen's University, Kingston, Richardson Hall, Suite 112, Kingston, ON, Canada, K7L 3N6",Canada,1
Italy,"HP Italy Srl, Via Donat Cattin, 5, Cernusco sul Naviglio, Milan, Italy, 20063",60107900,121694240,"Advanced Parallel Computing Lab Atos Research and Innovation (ARI), Sevilla, Spain",Spain,1
Spain,"TECNALIA, Parque Científico y Tecnológico de Gipuzkoa. Mikeletegi Pasealekua 2, Donostia-San Sebastian, Guipuzcoa, Spain, 20009",60110404,111335865,"Atos Research and Innovation, Atos Spain S.A, Spain carlos.cavero@atos.net, Madrid, Spain, 28037",Spain,1
Spain,"TECNALIA, Parque Científico y Tecnológico de Gipuzkoa. Mikeletegi Pasealekua 2, Donostia-San Sebastian, Guipuzcoa, Spain, 20009",60110404,121694240,"Advanced Parallel Computing Lab Atos Research and Innovation (ARI), Sevilla, Spain",Spain,1
Greece,"CONVERGE ICT Solutions and Services SA, 74 Panormou Street, Athens, Greece, 125 23",115534586,111335865,"Atos Research and Innovation, Atos Spain S.A, Spain carlos.cavero@atos.net, Madrid, Spain, 28037",Spain,1
Greece,"CONVERGE ICT Solutions and Services SA, 74 Panormou Street, Athens, Greece, 125 23",115534586,121694240,"Advanced Parallel Computing Lab Atos Research and Innovation (ARI), Sevilla, Spain",Spain,1
Saudi Arabia,"College of Computer Science and Information Technology, Al-Baha, Saudi Arabia",114565762,60109646,"Universitas Sultan Ageng Tirtayasa, Jl. Raya Jakarta KM. 4, Serang, Banten, Indonesia",Indonesia,1
Indonesia,"Faculty of Nursing Universitas Indonesia, Kampus UI Depok, Depok, West Java, Indonesia, 16424",115165486,121841251,"Universitas Indonesia, Depok, West Java, Indonesia",Indonesia,1
Saudi Arabia,"College of Computer Science and Information Technology, Al-Baha, Saudi Arabia",114565762,115360056,"Department of Computer Science, Alkharj Public Library, Sa'ad Ibn Mu'adh, Al Kharj, Saudi Arabia, 16278",Saudi Arabia,1
United States,"Hewlett Packard Enterprise, 3000 Hanover Street, Palo Alto, CA, United States, 94304-1112",60107956,111335865,"Atos Research and Innovation, Atos Spain S.A, Spain carlos.cavero@atos.net, Madrid, Spain, 28037",Spain,1
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,111335865,"Atos Research and Innovation, Atos Spain S.A, Spain carlos.cavero@atos.net, Madrid, Spain, 28037",Spain,1
