dosen_fasilkom,h_index,full_name,id_author,keyword,sum_paper
no,0,Ati Suci Dian Martha,57190800029,e-learning,2
no,1,Sofiana Nurjanah,55203562900,adoption,2
yes,4,Muhammad Rifki Shihab,56363073800,c2c,2
no,0,Ati Suci Dian Martha,57190800029,pedagogical agent,2
yes,4,Muhammad Rifki Shihab,56363073800,audit,2
no,7,Oenardi Lawanto,23094683400,computer self-efficacy,2
no,7,Oenardi Lawanto,23094683400,electric circuit concepts,2
yes,4,Muhammad Rifki Shihab,56363073800,technology acceptance,2
yes,8,Ari Saptawijaya,15064729000,prolog (programming language),2
yes,8,Ari Saptawijaya,15064729000,proof of concept,2
no,7,Oenardi Lawanto,23094683400,collaborative note-taking,2
no,3,Elin Cahyaningsih,56595080500,correspondence analysis,2
yes,18,Wisnu Jatmiko,8568432600,time series,2
yes,18,Wisnu Jatmiko,8568432600,svm,2
yes,6,Dana Indra Sensuse,53264793000,risk analysis,2
yes,7,Bayu Anggorojati,36991829400,rfid,2
yes,10,Petrus Mursanto,24176993000,reed solomon,2
yes,10,Petrus Mursanto,24176993000,rijndael cipher,2
yes,7,Bayu Anggorojati,36991829400,internet of things,2
yes,10,Petrus Mursanto,24176993000,mammals,2
yes,10,Petrus Mursanto,24176993000,in-vitro,2
no,4,Hanif Arief Wisesa,57189234078,insert,2
yes,6,Dana Indra Sensuse,53264793000,analytical hierarchy process,2
yes,6,Dana Indra Sensuse,53264793000,implementation,2
no,5,Wade H. Goodridge,36863370000,user experience questionnaire,2
no,4,Hanif Arief Wisesa,57189234078,style,2
no,4,Hanif Arief Wisesa,57189234078,styling,2
yes,7,Bayu Anggorojati,36991829400,authentication,2
yes,18,Wisnu Jatmiko,8568432600,feature extraction and selection,2
yes,6,Dana Indra Sensuse,53264793000,continuance intention,2
yes,10,Petrus Mursanto,24176993000,mouse liver,2
yes,10,Petrus Mursanto,24176993000,anesthetics,2
yes,10,Petrus Mursanto,24176993000,trichloroethylene,2
no,5,Wade H. Goodridge,36863370000,system usability scale,2
yes,6,Dana Indra Sensuse,53264793000,interaction design,2
yes,18,Wisnu Jatmiko,8568432600,cross validation,2
no,0,Nadia Nur Annisa,57203115107,purchase intention,2
yes,10,Petrus Mursanto,24176993000,parallel search,2
yes,6,Dana Indra Sensuse,53264793000,social commerce,2
yes,6,Dana Indra Sensuse,53264793000,user acceptance,2
yes,6,Dana Indra Sensuse,53264793000,technology acceptance model,2
yes,6,Dana Indra Sensuse,53264793000,critical success factor,2
yes,18,Wisnu Jatmiko,8568432600,pattern recognition systems,2
yes,6,Dana Indra Sensuse,53264793000,soft system methodology,2
no,5,Wade H. Goodridge,36863370000,user experience,2
yes,10,Petrus Mursanto,24176993000,galos field,2
no,4,Hanif Arief Wisesa,57189234078,formatting,2
yes,18,Wisnu Jatmiko,8568432600,hardware,2
yes,6,Dana Indra Sensuse,53264793000,prototype,2
yes,6,Dana Indra Sensuse,53264793000,literature review,2
yes,6,Dana Indra Sensuse,53264793000,gap analysis,2
yes,1,Fatimah Azzahro,57194160083,online transportation,2
yes,18,Wisnu Jatmiko,8568432600,sleep stages classifications,2
yes,18,Wisnu Jatmiko,8568432600,data preprocessing,2
yes,18,Wisnu Jatmiko,8568432600,artificial neural networks,2
yes,6,Dana Indra Sensuse,53264793000,km readiness,2
yes,18,Wisnu Jatmiko,8568432600,dynamic environment,2
yes,1,Fatimah Azzahro,57194160083,peer-to-peer lending,2
yes,18,Wisnu Jatmiko,8568432600,telecommunication networks,2
yes,18,Wisnu Jatmiko,8568432600,communication,2
yes,6,Dana Indra Sensuse,53264793000,literature studies,2
yes,1,Fatimah Azzahro,57194160083,m-commerce,2
yes,7,Bayu Anggorojati,36991829400,delegation,2
yes,6,Dana Indra Sensuse,53264793000,smart city,2
yes,6,Dana Indra Sensuse,53264793000,computer aided instruction,2
yes,7,Bayu Anggorojati,36991829400,local cloud,2
yes,18,Wisnu Jatmiko,8568432600,hadoop,2
yes,18,Wisnu Jatmiko,8568432600,genetic algorithms,2
yes,10,Petrus Mursanto,24176993000,unmanned aerial vehicles (uav),2
yes,18,Wisnu Jatmiko,8568432600,monitoring system,2
no,4,Hanif Arief Wisesa,57189234078,data stream,2
yes,7,Bayu Anggorojati,36991829400,key management,2
yes,18,Wisnu Jatmiko,8568432600,data stream,2
yes,10,Petrus Mursanto,24176993000,robot operating systems (ros),2
yes,6,Dana Indra Sensuse,53264793000,csfs,2
yes,18,Wisnu Jatmiko,8568432600,number of clusters,2
yes,6,Dana Indra Sensuse,53264793000,human resource management,2
yes,6,Dana Indra Sensuse,53264793000,success factor,2
yes,6,Dana Indra Sensuse,53264793000,e-business,2
yes,18,Wisnu Jatmiko,8568432600,geometry,2
yes,4,Denny,24338175100,change analysis,2
yes,18,Wisnu Jatmiko,8568432600,imbalanced data,2
no,0,Teddie Darmizal,57191838979,online training system,2
no,7,Budi Wiweko,43061741400,in-vitro,2
no,7,Budi Wiweko,43061741400,arc,2
no,0,Teddie Darmizal,57191838979,ranti's generic is/it business value,2
no,7,Budi Wiweko,43061741400,ellipse,2
no,7,Budi Wiweko,43061741400,in-vitro fertilization (ivf),2
yes,18,Wisnu Jatmiko,8568432600,pca,2
no,12,Ruli Manurung,24468719300,passage retrieval,2
yes,0,Iik Wilarso,57195612312,e-commerce,2
yes,0,Iik Wilarso,57195612312,knowledge management,2
no,2,Mochamad Nanda Kurniawan,56031987500,information systems,2
no,2,Mochamad Nanda Kurniawan,56031987500,computer science,2
yes,18,Wisnu Jatmiko,8568432600,digital storage,2
no,2,Mochamad Nanda Kurniawan,56031987500,algorithms,2
no,12,Ruli Manurung,24468719300,dbpedia,2
yes,18,Wisnu Jatmiko,8568432600,convolutional neural network,2
no,12,Ruli Manurung,24468719300,knowledge representation,2
yes,8,Ari Saptawijaya,15064729000,remote sensing,2
yes,2,Larastri Kumaralalita,55014232200,sem,2
yes,2,Larastri Kumaralalita,55014232200,pls,2
no,12,Ruli Manurung,24468719300,ontology,2
yes,18,Wisnu Jatmiko,8568432600,image segmentation,2
yes,2,Larastri Kumaralalita,55014232200,analytic hierarchy process,2
yes,8,Ari Saptawijaya,15064729000,problem solving,2
yes,18,Wisnu Jatmiko,8568432600,decision trees,2
yes,4,Denny,24338175100,visual data exploration,2
yes,2,Larastri Kumaralalita,55014232200,technology adoption,2
yes,4,Denny,24338175100,temporal cluster analysis,2
yes,18,Wisnu Jatmiko,8568432600,data handling,2
no,0,Teddie Darmizal,57191838979,it investment,2
no,12,Ruli Manurung,24468719300,batik,2
yes,18,Wisnu Jatmiko,8568432600,statistics,2
yes,18,Wisnu Jatmiko,8568432600,prediction,2
no,5,Wade H. Goodridge,36863370000,evaluation,2
yes,18,Wisnu Jatmiko,8568432600,fimt-dd,2
yes,2,Widijanto Satyo Nugroho,57193834555,big data,2
yes,2,Widijanto Satyo Nugroho,57193834555,security of data,2
yes,8,Ari Saptawijaya,15064729000,information systems,2
yes,18,Wisnu Jatmiko,8568432600,object recognition,2
yes,18,Wisnu Jatmiko,8568432600,gaussian mixture model,2
no,5,Wade H. Goodridge,36863370000,e-learning,2
yes,18,Wisnu Jatmiko,8568432600,feature extraction methods,2
yes,18,Wisnu Jatmiko,8568432600,trees (mathematics),2
yes,8,Ari Saptawijaya,15064729000,learning systems,2
no,12,Ruli Manurung,24468719300,analogical reasoning,2
yes,6,Dana Indra Sensuse,53264793000,e-commerce,2
yes,2,Widijanto Satyo Nugroho,57193834555,monitoring,2
yes,18,Wisnu Jatmiko,8568432600,extraction,2
yes,18,Wisnu Jatmiko,8568432600,self organizing maps,2
yes,18,Wisnu Jatmiko,8568432600,jakarta,2
yes,18,Wisnu Jatmiko,8568432600,spark,2
no,7,Budi Wiweko,43061741400,ellipse detection,2
yes,18,Wisnu Jatmiko,8568432600,network routing,2
yes,18,Wisnu Jatmiko,8568432600,feature selection,2
no,2,M. Kholid Arrofi,56032479900,algorithms,2
no,2,M. Kholid Arrofi,56032479900,unmanned aerial vehicles (uav),2
no,2,M. Kholid Arrofi,56032479900,robot operating systems (ros),2
yes,8,Ari Saptawijaya,15064729000,neural networks,2
no,2,Henry Antonius Eka Widjaja,56411854200,hospital information system,2
no,12,Ruli Manurung,24468719300,motif,2
yes,8,Ari Saptawijaya,15064729000,security of data,2
yes,18,Wisnu Jatmiko,8568432600,cluster analysis,2
yes,3,Bob Hardian Syahbuddin,15044388200,smart homes,2
no,6,Jan Pidanič,21834743200,power plant,2
yes,2,Belawati H. Widjaja,24537903000,fuzzy inference,2
no,2,Machmud Roby Alhamidi,57188981651,big data,2
yes,10,Aniati Murni Arymurthy,36815724000,brain mapping,2
yes,10,Aniati Murni Arymurthy,36815724000,heuristics,2
yes,10,Aniati Murni Arymurthy,36815724000,stereo vision,2
yes,10,Aniati Murni Arymurthy,36815724000,batik,2
yes,10,Aniati Murni Arymurthy,36815724000,motif,2
no,20,Neeli Rashmi Prasad,7202700545,delegation,2
no,20,Neeli Rashmi Prasad,7202700545,local cloud,2
yes,2,Muhammad Hafizhuddin Hilman,57193832526,scientific workflow,2
yes,10,Aniati Murni Arymurthy,36815724000,gray level co-occurrence matrix (glcm),2
no,20,Neeli Rashmi Prasad,7202700545,key management,2
yes,10,Aniati Murni Arymurthy,36815724000,sift,2
no,20,Neeli Rashmi Prasad,7202700545,rfid,2
yes,10,Aniati Murni Arymurthy,36815724000,edge detection,2
no,20,Neeli Rashmi Prasad,7202700545,internet of things,2
yes,10,Aniati Murni Arymurthy,36815724000,complex background,2
yes,10,Aniati Murni Arymurthy,36815724000,feature descriptors,2
yes,10,Aniati Murni Arymurthy,36815724000,medical imaging,2
yes,10,Aniati Murni Arymurthy,36815724000,multirate signal processing,2
yes,10,Aniati Murni Arymurthy,36815724000,canny edge detection,2
yes,10,Aniati Murni Arymurthy,36815724000,classification accuracy,2
no,1,Erryan Sazany,57208426075,deep learning,2
yes,10,Aniati Murni Arymurthy,36815724000,eeg,2
yes,10,Aniati Murni Arymurthy,36815724000,hierarchical attention network,2
yes,10,Aniati Murni Arymurthy,36815724000,synthetic aperture radar,2
yes,10,Aniati Murni Arymurthy,36815724000,wavelet,2
yes,10,Aniati Murni Arymurthy,36815724000,detection,2
no,4,Harjanto Prabowo,57210847043,data warehouse,2
yes,2,Dipta Tanaya,57190002779,javanese character,2
no,4,Harjanto Prabowo,57210847043,higher education,2
no,4,Harjanto Prabowo,57210847043,systematic literature review (slr),2
yes,10,Aniati Murni Arymurthy,36815724000,brain,2
no,45,Ramjee Venkatesha Prasad,7402378359,rfid,2
no,45,Ramjee Venkatesha Prasad,7402378359,internet of things,2
yes,10,Aniati Murni Arymurthy,36815724000,mahalanobis,2
no,45,Ramjee Venkatesha Prasad,7402378359,authentication,2
yes,2,Farisya Setiadi,55893882700,ncs,2
no,4,Harjanto Prabowo,57210847043,framework,2
yes,10,Aniati Murni Arymurthy,36815724000,definition,2
yes,10,Aniati Murni Arymurthy,36815724000,hermeneutic,2
no,5,Hary Budiarto,57201603532,pattern recognition systems,2
no,5,Hary Budiarto,57201603532,odor recognition system,2
yes,2,Farisya Setiadi,55893882700,component,2
yes,2,Farisya Setiadi,55893882700,cyber security,2
yes,10,Aniati Murni Arymurthy,36815724000,meta-heuristic approach,2
yes,10,Aniati Murni Arymurthy,36815724000,interpolation,2
yes,10,Aniati Murni Arymurthy,36815724000,change detection,2
no,2,Machmud Roby Alhamidi,57188981651,vehicle detection,2
yes,10,Petrus Mursanto,24176993000,forestry,2
no,2,Machmud Roby Alhamidi,57188981651,intelligent transportation system (its),2
no,7,Adi Nurhadiyatna,55625635400,gaussian mixture model,2
no,4,undefined Meyliana,57203859161,framework,2
no,8,Itsuo Kumazawa,55943452700,neural networks,2
no,7,Adi Nurhadiyatna,55625635400,hough transforms,2
yes,3,Rahmad Mahendra,55314037600,named entity recognition,2
yes,7,Zainal A.Hasibuan,57203922071,organization maturity level,2
yes,7,Zainal A.Hasibuan,57203922071,multimedia information retrieval,2
yes,7,Zainal A.Hasibuan,57203922071,concept-based search,2
yes,7,Zainal A.Hasibuan,57203922071,cultural heritage,2
no,7,Adi Nurhadiyatna,55625635400,hole filling algorithm,2
no,7,Adi Nurhadiyatna,55625635400,euclidean distance methods,2
no,7,Adi Nurhadiyatna,55625635400,vehicle speed measurement,2
no,7,Adi Nurhadiyatna,55625635400,closed circuit television,2
yes,3,Rahmad Mahendra,55314037600,indonesians,2
yes,7,Zainal A.Hasibuan,57203922071,knowledge abilities,2
yes,7,Zainal A.Hasibuan,57203922071,school,2
no,7,Adi Nurhadiyatna,55625635400,intelligent k-means,2
yes,7,Zainal A.Hasibuan,57203922071,utilizing ict,2
yes,7,Zainal A.Hasibuan,57203922071,learning objectives,2
yes,7,Zainal A.Hasibuan,57203922071,knowledge ability,2
yes,3,Rahmad Mahendra,55314037600,indonesian language,2
no,4,undefined Meyliana,57203859161,hospital information system,2
no,8,Itsuo Kumazawa,55943452700,computer vision,2
no,8,Itsuo Kumazawa,55943452700,mathematical models,2
no,4,undefined Meyliana,57203859161,data warehouse,2
yes,1,Muhammad Okky Ibrohim,57203838557,machine learning,2
no,4,undefined Meyliana,57203859161,university,2
no,4,undefined Meyliana,57203859161,social crm,2
no,4,undefined Meyliana,57203859161,is success model,2
no,7,Adi Nurhadiyatna,55625635400,big data,2
yes,3,Rahmad Mahendra,55314037600,artificial intelligence,2
yes,3,Rahmad Mahendra,55314037600,ontology,2
yes,3,Rahmad Mahendra,55314037600,e-commerce,2
yes,3,Rahmad Mahendra,55314037600,classification,2
no,0,Siti Hadjar,57209970187,knowledge management,2
yes,3,Rahmad Mahendra,55314037600,knowledge representation,2
no,4,undefined Meyliana,57203859161,business process model,2
no,4,undefined Meyliana,57203859161,systematic literature review (slr),2
no,7,Adi Nurhadiyatna,55625635400,vehicle detection,2
no,8,Itsuo Kumazawa,55943452700,photometry,2
no,8,Itsuo Kumazawa,55943452700,shape-from-shading,2
no,8,Itsuo Kumazawa,55943452700,transparent surfaces,2
no,7,Adi Nurhadiyatna,55625635400,vehicles,2
no,8,Itsuo Kumazawa,55943452700,image analysis,2
yes,3,Rahmad Mahendra,55314037600,natural language processing systems,2
no,45,Ramjee Venkatesha Prasad,7402378359,key management,2
no,1,Yudo Ekanata,57203006627,machine learning,2
yes,10,Aniati Murni Arymurthy,36815724000,polysomnography,2
yes,10,Aniati Murni Arymurthy,36815724000,location,2
yes,3,Erdefi Rakun,55625410200,information systems,2
yes,3,Evi Yulianti,57200186028,computer science,2
yes,3,Evi Yulianti,57200186028,information systems,2
yes,3,Erdefi Rakun,55625410200,computer science,2
yes,3,Erdefi Rakun,55625410200,deep learning,2
yes,3,Erdefi Rakun,55625410200,machine learning,2
yes,3,Erdefi Rakun,55625410200,vector quantization,2
yes,3,Erdefi Rakun,55625410200,generalized learning vector quantization,2
yes,3,Erdefi Rakun,55625410200,skeleton extraction,2
yes,3,Erdefi Rakun,55625410200,sibi,2
yes,3,Erdefi Rakun,55625410200,discrete cosine transforms,2
yes,3,Erdefi Rakun,55625410200,discrete cosine transform(dct),2
yes,3,Bob Hardian Syahbuddin,15044388200,information systems,2
yes,3,Bob Hardian Syahbuddin,15044388200,computer science,2
no,16,Davide D'Alimonte,6602605459,remote sensing,2
yes,3,Bob Hardian Syahbuddin,15044388200,robots,2
no,1,Muhammad Fadhil Dzulfikar,57200214175,customer knowledge management,2
no,9,Tamito Kajiyama,36194656100,remote sensing,2
yes,3,Bob Hardian Syahbuddin,15044388200,network routing,2
yes,3,Bob Hardian Syahbuddin,15044388200,intelligent buildings,2
yes,3,Bob Hardian Syahbuddin,15044388200,automation,2
yes,3,Evi Yulianti,57200186028,machine translations,2
yes,3,Evi Yulianti,57200186028,summarization,2
yes,3,Evi Yulianti,57200186028,non-factoid queries,2
no,24,L. M. Pereira,7201962404,autonomous agents,2
no,4,Fajri Koto,56572738100,subjectivity,2
no,24,L. M. Pereira,7201962404,computational morality,2
no,24,L. M. Pereira,7201962404,cooperation,2
no,24,L. M. Pereira,7201962404,promote cooperation,2
no,24,L. M. Pereira,7201962404,dual process,2
no,24,L. M. Pereira,7201962404,argumentation,2
no,24,L. M. Pereira,7201962404,deliberative reasoning,2
no,24,L. M. Pereira,7201962404,emergence,2
no,24,L. M. Pereira,7201962404,reactive behavior,2
no,24,L. M. Pereira,7201962404,abductive logic programming,2
no,4,Nungki Selviandro,55627610900,indonesia open educational resources,2
no,24,L. M. Pereira,7201962404,tabled abduction,2
no,24,L. M. Pereira,7201962404,incremental tabling,2
no,24,L. M. Pereira,7201962404,logic program updates,2
yes,2,Gladhi Guarddin,55625472900,access control,2
yes,7,Mirna Adriani,35611399700,e-learning,2
no,7,Harco Leslie Hendric Spits Warnars,57202577227,framework,2
no,4,Sfenrianto Sfenrianto,55371811200,motivation,2
no,4,Sfenrianto Sfenrianto,55371811200,personalization,2
no,4,Sfenrianto Sfenrianto,55371811200,learning style,2
yes,3,Bob Hardian Syahbuddin,15044388200,open dynamics engines,2
yes,3,Bob Hardian Syahbuddin,15044388200,communication,2
yes,3,Bob Hardian Syahbuddin,15044388200,telecommunication networks,2
yes,10,Aniati Murni Arymurthy,36815724000,convolutional neural network,2
yes,10,Aniati Murni Arymurthy,36815724000,information management,2
yes,10,Aniati Murni Arymurthy,36815724000,pattern recognition,2
yes,10,Aniati Murni Arymurthy,36815724000,electrocardiography,2
no,1,Abid Nurul Hakim,57201983095,learning systems,2
yes,10,Aniati Murni Arymurthy,36815724000,support vector machines,2
yes,10,Aniati Murni Arymurthy,36815724000,government data processing,2
yes,10,Aniati Murni Arymurthy,36815724000,genetic algorithm,2
no,1,Abid Nurul Hakim,57201983095,artificial intelligence,2
yes,10,Aniati Murni Arymurthy,36815724000,decision making,2
yes,10,Aniati Murni Arymurthy,36815724000,diseases,2
no,19,Sandro Etalle,6603762835,network protocols,2
yes,10,Aniati Murni Arymurthy,36815724000,feature selection,2
yes,10,Aniati Murni Arymurthy,36815724000,image enhancement,2
yes,10,Aniati Murni Arymurthy,36815724000,feature extraction methods,2
yes,10,Aniati Murni Arymurthy,36815724000,gaussian mixture model,2
no,45,Ramjee Venkatesha Prasad,7402378359,delegation,2
yes,2,Dipta Tanaya,57190002779,word segmentation,2
yes,10,Aniati Murni Arymurthy,36815724000,regression analysis,2
yes,10,Aniati Murni Arymurthy,36815724000,convolution,2
no,1,Yudo Ekanata,57203006627,classification,2
no,1,Abid Nurul Hakim,57201983095,automatic question answering,2
no,19,Sandro Etalle,6603762835,constraint theory,2
no,1,Muhammad Fadhil Dzulfikar,57200214175,e-government,2
yes,1,Samuel Louvan,55585368600,semantics,2
yes,3,Bob Hardian Syahbuddin,15044388200,communication towers,2
yes,3,Bob Hardian Syahbuddin,15044388200,coverage area,2
yes,3,Bob Hardian Syahbuddin,15044388200,disaster areas,2
yes,3,Bob Hardian Syahbuddin,15044388200,multiple source,2
yes,3,Bob Hardian Syahbuddin,15044388200,network expansion,2
yes,3,Bob Hardian Syahbuddin,15044388200,research fields,2
yes,3,Bob Hardian Syahbuddin,15044388200,robot formation,2
yes,3,Bob Hardian Syahbuddin,15044388200,expansion,2
no,16,Ricardo Corin,6701541009,security of data,2
no,16,Ricardo Corin,6701541009,constraint theory,2
yes,10,Aniati Murni Arymurthy,36815724000,neural network,2
no,16,Ricardo Corin,6701541009,network protocols,2
yes,1,Samuel Louvan,55585368600,data mining,2
yes,2,Rizal Fathoni Aji,55089397700,dbms,2
yes,2,Rizal Fathoni Aji,55089397700,mongodb,2
yes,2,Rizal Fathoni Aji,55089397700,mysql,2
no,0,Annisa Monicha Sari,57207598085,e-participation,2
yes,10,Aniati Murni Arymurthy,36815724000,knowledge management,2
yes,10,Aniati Murni Arymurthy,36815724000,learning systems,2
no,19,Sandro Etalle,6603762835,security of data,2
no,2,Ionia Veritawati,55336774400,annotated suffix tree,2
yes,7,Zainal A.Hasibuan,57203922071,sisp,2
yes,7,Zainal A.Hasibuan,57203922071,ict utilization,2
no,5,Ibnu Sina,55647163666,vehicle detection,2
yes,4,Eko Kuswardono Budiardjo,6505807438,enterprise architecture,2
yes,4,Eko Kuswardono Budiardjo,6505807438,higher education,2
yes,4,Eko Kuswardono Budiardjo,6505807438,business process model,2
no,5,Muhammad Febrian Rachmadi,54974181500,particle swarm optimization (pso),2
no,5,Muhammad Febrian Rachmadi,54974181500,classification (of information),2
no,5,Muhammad Febrian Rachmadi,54974181500,generalized learning vector quantization,2
no,5,Muhammad Febrian Rachmadi,54974181500,social sciences,2
no,5,Muhammad Febrian Rachmadi,54974181500,principal component analysis,2
no,3,Arida Ferti Syafiandini,57189340228,gene expression,2
yes,4,Eko Kuswardono Budiardjo,6505807438,social crm,2
yes,4,Eko Kuswardono Budiardjo,6505807438,crm,2
no,3,Arida Ferti Syafiandini,57189340228,multimodal dbm,2
no,3,Arida Ferti Syafiandini,57189340228,rbm,2
no,5,Muhammad Febrian Rachmadi,54974181500,vehicle detection,2
no,5,Muhammad Febrian Rachmadi,54974181500,traffic congestion,2
yes,4,Eko Kuswardono Budiardjo,6505807438,customer relationship management (crm),2
yes,4,Eko Kuswardono Budiardjo,6505807438,business processes,2
yes,4,Eko Kuswardono Budiardjo,6505807438,logical reasoning,2
yes,4,Eko Kuswardono Budiardjo,6505807438,probabilistic reasoning,2
no,4,Sidik Mulyono,55355315600,phenology,2
no,4,Sidik Mulyono,55355315600,paddy growth stages,2
yes,4,Kasiyah,56461394900,gamification,2
no,2,Alham F. Aji,56454323000,gamification,2
yes,4,Eko Kuswardono Budiardjo,6505807438,social media,2
no,2,Afifa Amriani,56454312500,gamification,2
no,5,Ibnu Sina,55647163666,information systems,2
no,4,Arif Budiman,56007691300,human motion analysis,2
no,4,Arif Budiman,56007691300,motion estimation,2
no,4,Arif Budiman,56007691300,consumer electronics,2
no,4,Arif Budiman,56007691300,sequential,2
no,4,D. Hendrayanti,57188983587,microalgae,2
no,2,Afifa Amriani,56454312500,e-learning,2
yes,4,Kasiyah,56461394900,self-monitoring,2
no,4,Arif Budiman,56007691300,online,2
no,4,D. Hendrayanti,57188983587,algal growth,2
yes,4,Eko Kuswardono Budiardjo,6505807438,knowledge management,2
yes,4,Kasiyah,56461394900,cognitive apprenticeship,2
yes,4,Kasiyah,56461394900,patient,2
no,4,Arif Budiman,56007691300,extreme learning machine,2
yes,4,Kasiyah,56461394900,hospital service quality,2
yes,4,Kasiyah,56461394900,healthcare,2
no,4,Arif Budiman,56007691300,computer simulation,2
no,4,Arif Budiman,56007691300,machine learning,2
no,4,Arif Budiman,56007691300,data mining,2
no,2,Alham F. Aji,56454323000,e-learning,2
no,4,Sidik Mulyono,55355315600,modis,2
no,4,Sidik Mulyono,55355315600,kernel based learner,2
no,5,Muhammad Febrian Rachmadi,54974181500,traffic signal control system,2
no,1,Muhammad Rizki Aulia Rahman Maulana,57208722837,speech,2
no,16,Kongkiti Peter Phusavat,13403740100,knowledge sharing,2
no,16,Kongkiti Peter Phusavat,13403740100,ahp,2
yes,4,Ika Alfina,55867324700,machine learning,2
no,16,Kongkiti Peter Phusavat,13403740100,e-government,2
yes,4,Ika Alfina,55867324700,websites,2
no,2,Dwi M.J. Purnomo,57188984882,microalgae,2
yes,4,Ika Alfina,55867324700,dbpedia,2
no,2,Dwi M.J. Purnomo,57188984882,algal growth,2
yes,4,Ika Alfina,55867324700,quality control,2
no,1,Muhammad Rizki Aulia Rahman Maulana,57208722837,indonesian languages,2
no,7,Sule Yildirim-Yayilgan,57204767591,video annotation,2
no,1,Muhammad Rizki Aulia Rahman Maulana,57208722837,information use,2
yes,4,Ika Alfina,55867324700,hate speech detection,2
yes,4,Ika Alfina,55867324700,ner,2
no,1,Muhammad Rizki Aulia Rahman Maulana,57208722837,deep learning,2
no,1,Muhammad Rizki Aulia Rahman Maulana,57208722837,information systems,2
no,5,Uky Yudatama,57053392900,critical success factor,2
no,5,Uky Yudatama,57053392900,interpretive structural model,2
no,2,Dwi M.J. Purnomo,57188984882,particle swarm optimization,2
no,2,Dwi M.J. Purnomo,57188984882,odor source localization,2
no,1,Timotius Devin,57188976180,convolutional neural networks,2
no,7,Sule Yildirim-Yayilgan,57204767591,semantic keyword selection,2
no,4,Sidik Mulyono,55355315600,classification,2
no,7,Ali Shariq Imran,56109077100,semantic keyword selection,2
no,7,A. Bowolaksono,57205093224,in-vitro fertilization (ivf),2
no,7,A. Bowolaksono,57205093224,ellipse,2
no,7,A. Bowolaksono,57205093224,arc,2
no,5,Muhammad Febrian Rachmadi,54974181500,data dimensions,2
no,7,A. Bowolaksono,57205093224,in-vitro,2
no,7,A. Bowolaksono,57205093224,microalgae,2
no,1,Wooseong Jeong,56785196600,scattering media,2
no,1,Wooseong Jeong,56785196600,time-to-contact,2
no,7,A. Bowolaksono,57205093224,algal growth,2
no,7,Ali Shariq Imran,56109077100,video annotation,2
no,1,Timotius Devin,57188976180,multivariate regression,2
no,1,Ahmad Arinaldi,57191610698,lstm,2
no,7,A. Bowolaksono,57205093224,ellipse detection,2
no,11,Faouzi Alaya Cheikh,57193080144,semantic keyword selection,2
no,11,Faouzi Alaya Cheikh,57193080144,video annotation,2
no,7,A. Bowolaksono,57205093224,information systems,2
yes,3,Dina Chahyati,6503971709,knowledge management,2
no,2,Lintang Adyuta Sutawika,57202778723,multivariate regression,2
yes,3,Dina Chahyati,6503971709,indonesia,2
no,2,Lintang Adyuta Sutawika,57202778723,convolutional neural networks,2
no,5,Ibnu Sina,55647163666,computer science,2
no,5,Ibnu Sina,55647163666,gaussian mixture model,2
yes,7,Zainal A.Hasibuan,57203922071,information system strategic planning,2
yes,2,Suryana Setiawan,56110326700,rewrite rules,2
no,4,Andreas Febrian,36987333000,information systems,2
no,4,Dwiza Riana,56242366200,perceived usefulness,2
no,4,Dwiza Riana,56242366200,k-means,2
yes,7,Zainal A.Hasibuan,57203922071,network routing,2
yes,7,Zainal A.Hasibuan,57203922071,expert systems,2
no,2,R. Y.S. Dhiemas,39861399200,al-fath,2
no,2,R. Y.S. Dhiemas,39861399200,pso,2
no,1,Rindra Wiska,57193825322,big data,2
no,1,Rindra Wiska,57193825322,security of data,2
no,1,Rindra Wiska,57193825322,carbon dioxide,2
no,1,Rindra Wiska,57193825322,sensor nodes,2
no,1,Rindra Wiska,57193825322,wireless sensor networks,2
yes,7,Zainal A.Hasibuan,57203922071,component,2
yes,7,Zainal A.Hasibuan,57203922071,government data processing,2
no,3,Fauzi F. Jovan,41861831500,al-fath,2
no,3,Fauzi F. Jovan,41861831500,pso,2
yes,7,Zainal A.Hasibuan,57203922071,principal component analysis,2
no,2,Novian Habibie,57188972794,big data,2
no,2,Novian Habibie,57188972794,security of data,2
no,2,Novian Habibie,57188972794,semantics,2
no,2,Novian Habibie,57188972794,conditional random field,2
no,4,Dwiza Riana,56242366200,perceived ease of use,2
no,4,Andreas Febrian,36987333000,vector quantization,2
no,4,Andreas Febrian,36987333000,particle swarm optimization (pso),2
no,4,Andreas Febrian,36987333000,heart beats,2
yes,7,Zainal A.Hasibuan,57203922071,ncs,2
yes,3,Rahmad Mahendra,55314037600,collaborative filtering,2
no,4,Andreas Febrian,36987333000,trichloroethylene,2
no,4,Andreas Febrian,36987333000,anesthetics,2
no,4,Andreas Febrian,36987333000,mouse liver,2
yes,3,Rahmad Mahendra,55314037600,recommender systems,2
yes,3,Rahmad Mahendra,55314037600,automatic question answering,2
no,4,Andreas Febrian,36987333000,al-fath,2
no,4,Andreas Febrian,36987333000,multiple odor sources localization,2
no,4,Andreas Febrian,36987333000,pso,2
no,4,Dwiza Riana,56242366200,cervical cancer,2
yes,7,Zainal A.Hasibuan,57203922071,adaptive learning,2
yes,7,Zainal A.Hasibuan,57203922071,open education,2
yes,7,Zainal A.Hasibuan,57203922071,cyber security,2
