affiliation_id,complete_affiliation,sum_people,affil_name,affil_address,affil_city,affil_state,affil_country,affil_postal_code
110895154,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",240,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424
112067453,"Research Center for Informatics, Jakarta, Java, Indonesia",11,Research Center for Informatics,,Jakarta,Java,Indonesia,
60027709,"National Taiwan University of Science and Technology, 43 Keelung Road Section 4, Taipei, Taiwan, 106",2,National Taiwan University of Science and Technology,43 Keelung Road Section 4,Taipei,,Taiwan,106
109974865,"Department of Information Management, No.396, Sec. 1, Changrong Rd., Gueiren Dist., Tainan, Taiwan, 71101",1,Department of Information Management,"No.396, Sec. 1, Changrong Rd., Gueiren Dist.",Tainan,,Taiwan,71101
60069377,"Universitas Indonesia, Depok, Java, Indonesia, 16424",467,Universitas Indonesia,,Depok,Java,Indonesia,16424
60021944,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",2,Kasetsart University,50 Phahonyothin Road,Bangkok,,Thailand,
122930424,"Informatics Department, Jln. Tamansari No. 6-8, Bandung, West Java, Indonesia, 40154",1,Informatics Department,Jln. Tamansari No. 6-8,Bandung,West Java,Indonesia,40154
60105015,"Universitas Langlangbuana, Jalan Karapitan No.116, Bandung, Indonesia, 40261",1,Universitas Langlangbuana,Jalan Karapitan No.116,Bandung,,Indonesia,40261
60109077,"Universitas Pembangunan Nasional Veteran Jakarta, Jl. Rs. Fatmawati, Pondok Labu, Jakarta, Indonesia, 12450",1,Universitas Pembangunan Nasional Veteran Jakarta,"Jl. Rs. Fatmawati, Pondok Labu",Jakarta,,Indonesia,12450
118736414,"STMIK Palangkaraya, Palangkaraya, Kalimantan Tengah, Indonesia, 74874",1,STMIK Palangkaraya,"Palangkaraya, Kalimantan Tengah",,,Indonesia,74874
118495196,"STMIK Bina Insani, Bekasi, Jakarta, West Java, Indonesia",2,STMIK Bina Insani,Bekasi,Jakarta,West Java,Indonesia,
60111846,"Universitas Bina Darma, Jl. Jenderal A. Yani No. 3, Palembang, South Sumatra, Indonesia",1,Universitas Bina Darma,Jl. Jenderal A. Yani No. 3,Palembang,South Sumatra,Indonesia,
119205554,"Fakultas Ilmu Komputer, Depok, Java, Indonesia, 16424",7,Fakultas Ilmu Komputer,,Depok,Java,Indonesia,16424
60107865,"STMIK Nusa Mandiri, Jakarta, Indonesia",6,STMIK Nusa Mandiri,,Jakarta,,Indonesia,
113185784,"Department of Industrial Engineering and Management, PO Box 8000, Oulu, Finland, 90014",2,Department of Industrial Engineering and Management,PO Box 8000,Oulu,,Finland,90014
103398586,"Department of Production, PO Box 700, Vaasa, Finland, 65101",1,Department of Production,PO Box 700,Vaasa,,Finland,65101
114292120,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",9,Department of Information Systems,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
123304129,"Computer Siene Department, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,Computer Siene Department,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
122253065,"Information System Department, STMIK Insan Pembangunan, Tangerang, Tangerang, Indonesia, 15810",1,Information System Department,"STMIK Insan Pembangunan, Tangerang",Tangerang,,Indonesia,15810
113730915,"Department of Computer Science, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",11,Department of Computer Science,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
60103610,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",17,Bina Nusantara University,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
60113340,"Universitas Buana Perjuangan Karawang, Jl. HS Ronggowaluyo Telukjambe Timur, Karawang, West Java, Indonesia, 41361",1,Universitas Buana Perjuangan Karawang,Jl. HS Ronggowaluyo Telukjambe Timur,Karawang,West Java,Indonesia,41361
112837444,"Department of Computer Science, Depok, Java, Indonesia, 16424",5,Department of Computer Science,,Depok,Java,Indonesia,16424
122246043,"Master Program of Communication Studies, Jl. Ir. Sutami 36 A, Surakarta, Central Java, Indonesia",1,Master Program of Communication Studies,Jl. Ir. Sutami 36 A,Surakarta,Central Java,Indonesia,
115807387,"Kampus UI Depok, Depok, Java, Indonesia, 16424",18,Kampus UI Depok,,Depok,Java,Indonesia,16424
122507729,"Universitas Mulawarman, Barong Tongkok, Gunung Kelua, Indonesia, 75121",1,Universitas Mulawarman,"Barong Tongkok, Gunung Kelua",,,Indonesia,75121
60069411,"Universitas Mulawarman, Jl. Kuaro, Gunung Kelua, Samarinda, East Kalimantan, Indonesia",2,Universitas Mulawarman,"Jl. Kuaro, Gunung Kelua",Samarinda,East Kalimantan,Indonesia,
123349703,"Informatics Engineering Program, Palangka Raya, Indonesia",1,Informatics Engineering Program,Palangka Raya,,,Indonesia,
104757287,"Department of Public Health, Depok, Java, Indonesia, 16424",1,Department of Public Health,,Depok,Java,Indonesia,16424
121035669,"Technology and Higher Education of the Republic of Indonesia, Jakarta, Java, Indonesia",1,Technology and Higher Education of the Republic of Indonesia,,Jakarta,Java,Indonesia,
122423939,"AMIK BSI Bekasi, West-Java, Indonesia",1,AMIK BSI Bekasi,West-Java,,,Indonesia,
120017344,"Department of Management, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",1,Department of Management,"Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan",Medan,North Sumatra,Indonesia,20155
120049336,"Universitas BSI, Bandung, Indonesia",3,Universitas BSI,,Bandung,,Indonesia,
108173563,"Computer Science Faculty, Depok, Java, Indonesia, 16424",4,Computer Science Faculty,,Depok,Java,Indonesia,16424
121800748,"Department of Informatics Engineering, Jl. Perintis Kemerdekaan I/33, Tangerang Banten, Tangerang, Indonesia, 15117",1,Department of Informatics Engineering,"Jl. Perintis Kemerdekaan I/33, Tangerang Banten",Tangerang,,Indonesia,15117
118334675,"Faculty of Computer Science, STIKOM CKI, Jakarta, West Sulawesi, Indonesia, 11510",2,Faculty of Computer Science,STIKOM CKI,Jakarta,West Sulawesi,Indonesia,11510
121800542,"Regional English Language Office (RELO), United State of America (USA), Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,"Regional English Language Office (RELO), United State of America (USA)","Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
121801872,"Major of Informatics Management, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,Major of Informatics Management,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
115030660,"Department of Information System, Depok, Java, Indonesia, 16424",1,Department of Information System,,Depok,Java,Indonesia,16424
122276664,"Department of Information Technology, Depok, Java, Indonesia, 16424",5,Department of Information Technology,,Depok,Java,Indonesia,16424
118365648,"Department of Computer Science, Jl. Dipati Ukur No 35, Bandung, West Java, Indonesia, 40132",3,Department of Computer Science,Jl. Dipati Ukur No 35,Bandung,West Java,Indonesia,40132
114929020,"Department of Mathematics, Jl. Ketintang, Surabaya, Indonesia, 60231",1,Department of Mathematics,Jl. Ketintang,Surabaya,,Indonesia,60231
122528432,"Artificial Intelligence Department, Premier Optima Sattiga, Jakarta, Indonesia",2,Artificial Intelligence Department,Premier Optima Sattiga,Jakarta,,Indonesia,
60108869,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",4,Universitas Mercu Buana,Jl. Meruya Selatan No.1,Jakarta,,Indonesia,
60069382,"Institut Teknologi Bandung, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",6,Institut Teknologi Bandung,Jl. Tamansari 64,Bandung,West Java,Indonesia,40116
112304895,"Department of Biomedical Engineering, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",1,Department of Biomedical Engineering,Jl. Tamansari 64,Bandung,West Java,Indonesia,40116
120790202,"Laboratorium Khusus Patologi, Veteran, Bandung, Indonesia",1,Laboratorium Khusus Patologi,Veteran,Bandung,,Indonesia,
121970579,"Universitas, Malang, Malang, West Java, Indonesia, 65144",1,Universitas,Malang,Malang,West Java,Indonesia,65144
123004553,"Digital Library and Distance, Depok, Java, Indonesia, 16424",1,Digital Library and Distance,,Depok,Java,Indonesia,16424
60069397,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",2,Universitas Sumatera Utara,"Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan",Medan,North Sumatra,Indonesia,20155
120729067,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",1,Computerized Accounting,"STMIK GI MDP, Palembang",Palembang,,Indonesia,
110489126,"Department of Industrial Engineering, 50 Phahonyothin Road, Bangkok, Thailand",1,Department of Industrial Engineering,50 Phahonyothin Road,Bangkok,,Thailand,
120995963,"PT Telekomunikasi Indonesia, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,PT Telekomunikasi Indonesia,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
120994895,"Universitas Katolik Widya Mandira, Kupang, Indonesia",1,Universitas Katolik Widya Mandira,Kupang,,,Indonesia,
60069400,"Universitas Trisakti, Jakarta, Java, Indonesia",1,Universitas Trisakti,,Jakarta,Java,Indonesia,
117780162,"Research Interest Group Food Biotechnology, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,Research Interest Group Food Biotechnology,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
121447971,"Faculty of Computer Science, Jl. Rs. Fatmawati, Pondok Labu, Jakarta, Indonesia, 12450",2,Faculty of Computer Science,"Jl. Rs. Fatmawati, Pondok Labu",Jakarta,,Indonesia,12450
119094094,"Department of Culture and Arts, Albertinkuja 20, Oulu, Finland, 90101",1,Department of Culture and Arts,Albertinkuja 20,Oulu,,Finland,90101
114777814,"Department of Industrial Engineering, Jl. Srengseng Sawah, Jagakarsa, South Jakarta, Jakarta, Jakarta, Indonesia, 12640",1,Department of Industrial Engineering,"Jl. Srengseng Sawah, Jagakarsa, South Jakarta",Jakarta,Jakarta,Indonesia,12640
113397046,"School of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",3,School of Information Systems,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
115604549,"Depok, Depok, Java, Indonesia, 16424",1,Depok,,Depok,Java,Indonesia,16424
118449433,"Universitas Maarif Hasyim Latif, Sidoarjo, Sidoarjo, Indonesia",1,Universitas Maarif Hasyim Latif,Sidoarjo,Sidoarjo,,Indonesia,
120050723,"Departemen of Computers System, Jl. Raya Puputan No. 86 Renon, Denpasar, Indonesia, 76114",1,Departemen of Computers System,Jl. Raya Puputan No. 86 Renon,Denpasar,,Indonesia,76114
121766130,"Sustainable Development Services Department, Thailand",1,Sustainable Development Services Department,,,,Thailand,
116113090,"Department of Business Administration, 50 Phahonyothin Road, Bangkok, Thailand",1,Department of Business Administration,50 Phahonyothin Road,Bangkok,,Thailand,
60110258,"Politeknik Negeri Sriwijaya, Jl. Srijaya Negara Bukit Besar, Palembang, Sumatera Selatan, Indonesia, 30139",1,Politeknik Negeri Sriwijaya,Jl. Srijaya Negara Bukit Besar,Palembang,Sumatera Selatan,Indonesia,30139
111296405,"Center for Advanced Studies in Industrial Technology, 50 Phahonyothin Road, Bangkok, Thailand",1,Center for Advanced Studies in Industrial Technology,50 Phahonyothin Road,Bangkok,,Thailand,
104757720,"Department of Marine Science and Technology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",1,Department of Marine Science and Technology,Jl. Raya Dramaga,Bogor,West Java,Indonesia,16680
114079087,"Department of Computer Science, Manado, Manado, Indonesia, 95371",1,Department of Computer Science,Manado,Manado,,Indonesia,95371
113176951,"Faculty of Engineering, 50 Phahonyothin Road, Bangkok, Thailand",2,Faculty of Engineering,50 Phahonyothin Road,Bangkok,,Thailand,
103625259,"Faculty of Economics, Plac Marii Curie-Skłodowskiej 5, Lublin, LU, Poland, 20-031",1,Faculty of Economics,Plac Marii Curie-Skłodowskiej 5,Lublin,LU,Poland,20-031
113845589,"Department of Computer Science, 21 Lower Kent Ridge Road, Singapore City, Singapore, 119077",1,Department of Computer Science,21 Lower Kent Ridge Road,Singapore City,,Singapore,119077
60069412,"Universitas Jember, Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, East Java, Indonesia, 68121",1,Universitas Jember,"Jalan Kalimantan No. 37, Kampus Tegalboto",Jember,East Java,Indonesia,68121
115032348,"Faculty of Computer Science, Kampus Baru UI, Depok, Jawa Barat, Depok, Indonesia, 16424",1,Faculty of Computer Science,"Kampus Baru UI, Depok, Jawa Barat",Depok,,Indonesia,16424
60103730,"Telkom University, Jl.Telekomunikasi 1, Dayeuh Kolot, Bandung West Java, West Java, Indonesia, 40257",3,Telkom University,"Jl.Telekomunikasi 1, Dayeuh Kolot",Bandung West Java,West Java,Indonesia,40257
113062885,"Head Office, Tbk, Jalan Japati No. 1, Bandung, Indonesia, 40133",1,Head Office,"Tbk, Jalan Japati No. 1",Bandung,,Indonesia,40133
60017161,"National University of Singapore, 21 Lower Kent Ridge Road, Singapore City, Singapore, 119077",4,National University of Singapore,21 Lower Kent Ridge Road,Singapore City,,Singapore,119077
100248703,"Department of Computer Science, 21 Lower Kent Ridge Road, Singapore City, Singapore, 119077",1,Department of Computer Science,21 Lower Kent Ridge Road,Singapore City,,Singapore,119077
60011226,"Technische Universität Darmstadt, Karolinenplatz 5, Darmstadt, Hessen, Germany, 64289",3,Technische Universität Darmstadt,Karolinenplatz 5,Darmstadt,Hessen,Germany,64289
113922700,"Department of Informatics, Semarang, Central Java, Indonesia",2,Department of Informatics,,Semarang,Central Java,Indonesia,
112270602,"Department of Mechanical Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",1,Department of Mechanical Engineering,1-501 Shiogamaguchi,Nagoya,Aichi,Japan,468-8502
103051948,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",2,Department of Micro-Nano Mechanical Science and Engineering,"Furo-cho, Chikusa-ku",Nagoya,Aichi,Japan,464-8601
103051699,"Department of Micro-Nano Systems Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",1,Department of Micro-Nano Systems Engineering,"Furo-cho, Chikusa-ku",Nagoya,Aichi,Japan,464-8601
60007989,"Utrecht University, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",1,Utrecht University,"Bestuursgebouw, Heidelberglaan 8",Utrecht,Utrecht,Netherlands,3584 CS
60011476,"Universitat Politècnica de València, Camino de Vera, Valencia, Valencia, Spain, 46022",1,Universitat Politècnica de València,Camino de Vera,Valencia,Valencia,Spain,46022
103441118,"Department of Information and Computing Sciences, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",1,Department of Information and Computing Sciences,"Bestuursgebouw, Heidelberglaan 8",Utrecht,Utrecht,Netherlands,3584 CS
105458996,"Department of Computer Science, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",1,Department of Computer Science,"Bestuursgebouw, Heidelberglaan 8",Utrecht,Utrecht,Netherlands,3584 CS
60018306,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",4,Wright State University,3640 Colonel Glenn Hwy,Dayton,OH,United States,45435-0001
114748149,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",6,Data Semantics (DaSe) Laboratory,3640 Colonel Glenn Hwy,Dayton,OH,United States,45435-0001
114186060,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",2,STKO Lab,,Santa Barbara,CA,United States,93106-0001
113868064,"Department of Computer and Information Science, Linkoping, Östergötland, Sweden, 581 83",1,Department of Computer and Information Science,,Linkoping,Östergötland,Sweden,581 83
112824287,"Department of Computer Science, pl. Marii Skodowskiej-Curie 5, Poznan, WP, Poland, 60-965",1,Department of Computer Science,pl. Marii Skodowskiej-Curie 5,Poznan,WP,Poland,60-965
107857354,"STLab, Via S. Martino della Battaglia 44, Rome, RM, Italy, 185",1,STLab,Via S. Martino della Battaglia 44,Rome,RM,Italy,185
113659408,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",1,Department of Computer Science,"University Offices, Wellington Square",Oxford,Oxfordshire,United Kingdom,OX1 2JD
122698746,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",1,Knowledge-Based Systems Group,Nöthnitzer Strasse 43,Dresden,Sachsen,Germany,1187
104100909,"Center for Research Computing, Notre Dame, IN, United States",1,Center for Research Computing,,Notre Dame,IN,United States,
60021508,"University of Notre Dame, Notre Dame, IN, United States",2,University of Notre Dame,,Notre Dame,IN,United States,
104100824,"School of Architecture, Notre Dame, IN, United States",1,School of Architecture,,Notre Dame,IN,United States,
60009358,"Linköpings universitet, Linkoping, Östergötland, Sweden, 581 83",1,Linköpings universitet,,Linkoping,Östergötland,Sweden,581 83
60003038,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",1,Notre Dame of Maryland University,4701 North Charles Street,Baltimore,MD,United States,21210
60028442,"Universidad Politécnica de Madrid, Avda. Ramiro de Maeztu, 7, Madrid, Madrid, Spain, 28040",1,Universidad Politécnica de Madrid,"Avda. Ramiro de Maeztu, 7",Madrid,Madrid,Spain,28040
100261271,"Department of Geography, Knoxville, TN, United States",1,Department of Geography,,Knoxville,TN,United States,
104476028,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",1,Institute for Social,,Santa Barbara,CA,United States,93106-0001
103496990,"Department of Geography, Malet Street, Bloomsbury, London, United Kingdom, WC1E 7HX",1,Department of Geography,"Malet Street, Bloomsbury",London,,United Kingdom,WC1E 7HX
113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",1,Department of Geography,,Santa Barbara,CA,United States,93106-0001
104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",1,Bren School of Environmental Science and Management,,Santa Barbara,CA,United States,93106-0001
60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",1,US EPA National Risk Management Research Laboratory,26 Martin Luther King Drive,Cincinnati,OH,United States,45268
60019778,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",1,European Organization for Nuclear Research,,Geneva,GE,Switzerland,1211
60000762,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",1,Humboldt-Universität zu Berlin,Unter den Linden 6,Berlin,,Germany,10099
60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",1,Helsinki Institute of Physics,Gustaf Hallstromin katu 2,Helsinki,,Finland,14
60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",1,Fermi National Accelerator Laboratory,Kirk Road and Pine Street,Batavia,IL,United States,60510-5011
60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",1,"University of Washington, Seattle",Odegaard Library 022 Odegaard,Seattle,WA,United States,98195-5502
60033011,"Lamont-Doherty Earth Observatory, 61 Rte. 9W., Palisades, NY, United States, 10964",3,Lamont-Doherty Earth Observatory,61 Rte. 9W.,Palisades,NY,United States,10964
104676705,"Marine Geology and Geophysics, 61 Rte. 9W., Palisades, NY, United States, 10964",1,Marine Geology and Geophysics,61 Rte. 9W.,Palisades,NY,United States,10964
60013609,"Woods Hole Oceanographic Institution, 266 Woods Hole Road, Woods Hole, MA, United States, 02543-1050",5,Woods Hole Oceanographic Institution,266 Woods Hole Road,Woods Hole,MA,United States,02543-1050
60024997,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD, United States, 21201",2,"University of Maryland, Baltimore County",1000 Hilltop Circle,Baltimore,MD,United States,21201
60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",2,Aalborg Universitet,"Fredrik Bajers Vej 5, Postboks 159",Aalborg,,Denmark,9100
120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",1,Institute of Habitat Science,"Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, ",Quito,Ecuador,Ecuador,170517
103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",1,Environmental Systems Analysis,Maskingränd 2,Göteborg,Vastra Gotalands,Sweden,412 96
103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",1,Office of Research and Development,26 Martin Luther King Drive,Cincinnati,OH,United States,45268
120368546,"RDA US Advisory Group, Troy, NY, United States",1,RDA US Advisory Group,,Troy,NY,United States,
60082102,"Consortium for Ocean Leadership, Washington, D.C., DC, United States",1,Consortium for Ocean Leadership,,"Washington, D.C.",DC,United States,
60020760,"National Center for Ecological Analysis and Synthesis, 735 State Street, Suite 300, Santa Barbara, CA, United States, 93101-5509",2,National Center for Ecological Analysis and Synthesis,"735 State Street, Suite 300",Santa Barbara,CA,United States,93101-5509
104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",1,Marine Science Institute,,Santa Barbara,CA,United States,93106-0001
114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",1,Division of Epidemiology,8701 Watertown Plank Road,Milwaukee,WI,United States,53226
107969001,"Computational Logic Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",1,Computational Logic Group,Nöthnitzer Strasse 43,Dresden,Sachsen,Germany,1187
114337572,"Department of Computer Engineering, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",1,Department of Computer Engineering,3640 Colonel Glenn Hwy,Dayton,OH,United States,45435-0001
113774541,"Department of Computer Science and Engineering, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",1,Department of Computer Science and Engineering,3640 Colonel Glenn Hwy,Dayton,OH,United States,45435-0001
122404310,"Department of Computer Science and Engineering Wright State, Dayton, OH, United States, 45469-0160",1,Department of Computer Science and Engineering Wright State,,Dayton,OH,United States,45469-0160
103936965,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",3,Kno.e.sis Center,3640 Colonel Glenn Hwy,Dayton,OH,United States,45435-0001
112247832,"School of Computing and Information Science, Orono, ME, United States",1,School of Computing and Information Science,,Orono,ME,United States,
103441304,"Department of Human Geography and Spatial Planning, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",1,Department of Human Geography and Spatial Planning,"Bestuursgebouw, Heidelberglaan 8",Utrecht,Utrecht,Netherlands,3584 CS
113611320,"Department of Computer Science, Campus de Campolide, Lisbon, Lisbon, Portugal, 1099-085",1,Department of Computer Science,Campus de Campolide,Lisbon,Lisbon,Portugal,1099-085
119235936,"Institute for Artificial Intelligence, Four Towers Building, Athens, GA, United States, 30602-6755",1,Institute for Artificial Intelligence,Four Towers Building,Athens,GA,United States,30602-6755
60076757,"Amazon.com, Inc., PO Box 81226, Seattle, WA, United States, 98108",1,"Amazon.com, Inc.",PO Box 81226,Seattle,WA,United States,98108
60018353,"Technische Universität Dresden, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",3,Technische Universität Dresden,Nöthnitzer Strasse 43,Dresden,Sachsen,Germany,1187
108558087,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",3,Faculty of Computer Science,,Depok,Java,Indonesia,16424
112125972,"Fachbereich Informatik, Bibliothekstrasse 1, Bremen, Bremen, Germany, 28359",1,Fachbereich Informatik,Bibliothekstrasse 1,Bremen,Bremen,Germany,28359
110181669,"School of Computer Science, Menntavegur 1,, 101 Reykjavík, Iceland, Iceland, 103",1,School of Computer Science,"Menntavegur 1,",101 Reykjavík,Iceland,Iceland,103
123347777,"Software-based Networks, Kaiserin-Augusta-Allee 31, Berlin, Berlin, Germany, 10589",1,Software-based Networks,Kaiserin-Augusta-Allee 31,Berlin,Berlin,Germany,10589
60011604,"Technical University of Berlin, Strasse des 17. Juni 135, Berlin, Germany, 10623",2,Technical University of Berlin,Strasse des 17. Juni 135,Berlin,,Germany,10623
119804192,"College of Industrial Technologies-CIT, Misurata, Libya, Libyan Arab Jamahiriya",1,College of Industrial Technologies-CIT,"Misurata, Libya",,,Libyan Arab Jamahiriya,
60072186,"Fraunhofer Institute for Open Communication Systems FOKUS, Kaiserin-Augusta-Allee 31, Berlin, Berlin, Germany, 10589",2,Fraunhofer Institute for Open Communication Systems FOKUS,Kaiserin-Augusta-Allee 31,Berlin,Berlin,Germany,10589
116665254,"Depok Campus, Depok, Java, Indonesia, 16424",3,Depok Campus,,Depok,Java,Indonesia,16424
60026553,"University of Melbourne, 1-100 Grattan Street, Parkville, VIC, Australia, 3010",2,University of Melbourne,1-100 Grattan Street,Parkville,VIC,Australia,3010
123209774,"School of Computing & Information Systems, Melbourne, VIC, Australia, 3010",1,School of Computing & Information Systems,,Melbourne,VIC,Australia,3010
120021708,"GDP Labs, Jl. Aipda K.S. Tubun II C No.8, Jakarta, Indonesia, 11410",1,GDP Labs,Jl. Aipda K.S. Tubun II C No.8,Jakarta,,Indonesia,11410
119523243,"PT. Supra Indodrill, Indonesia",1,PT. Supra Indodrill,,,,Indonesia,
104757763,"School of Electrical Engineering and Informatics, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",4,School of Electrical Engineering and Informatics,Jl. Tamansari 64,Bandung,West Java,Indonesia,40116
115458107,"School of Computing, 373-1 Guseong-dong, Yusong, Daejon, South Korea, 305-701",1,School of Computing,373-1 Guseong-dong,Yusong,Daejon,South Korea,305-701
103597531,"Faculty of Information Science and Electrical Engineering, 744 Motooka Nishi-ku, Fukuoka, Fukuoka, Japan, 819-0395",1,Faculty of Information Science and Electrical Engineering,744 Motooka Nishi-ku,Fukuoka,Fukuoka,Japan,819-0395
60014256,"University of Tsukuba, 1-1-1 Tennodai, Tsukuba, Ibaraki Prefecture, Japan, 305-8577",1,University of Tsukuba,1-1-1 Tennodai,Tsukuba,Ibaraki Prefecture,Japan,305-8577
114046242,"Organization for General Education, 1 Honjo-machi, Saga, Saga, Japan, 840-8502",1,Organization for General Education,1 Honjo-machi,Saga,Saga,Japan,840-8502
121841273,"Universitas Indonesia, Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok, Depok, West Java, Indonesia, 16424",3,Universitas Indonesia,"Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok",Depok,West Java,Indonesia,16424
113902597,"Remote Sensing Technology and Data Center-LAPAN, Indonesian NationalInstitute of Aeronautics and Space, Jln. Kalisari No. 8 Pekayon, PasarRebo - Jakarta, Jakarta, Indonesia, 13710",1,Remote Sensing Technology and Data Center-LAPAN,"Indonesian NationalInstitute of Aeronautics and Space, Jln. Kalisari No. 8 Pekayon, PasarRebo - Jakarta",Jakarta,,Indonesia,13710
